SRR,Sublineage,SublineageFrequency
SRR19180476,BA.2.16,0.01403509
SRR19180476,BA.2.9,0.01403509
SRR19180476,BA.2.36,0.01403509
SRR19180476,BA.2.25,0.01403509
SRR19180476,BA.2.6,0.01403509
SRR19180477,XW,0.13392857
SRR19180477,BA.5,0.13392857
SRR19180477,BA.2.19,0.13392857
SRR19180477,BA.2.16,0.13392857
SRR19180477,BA.4,0.13392857
SRR19180477,BA.3.1,0.13392857
SRR19180477,BA.3,0.13392857
SRR19180477,AT.1,0.03125000
SRR19180477,B.1.546,0.01562500
SRR19180477,B.1.206,0.01562500
SRR19180478,BA.2.12.1,0.03703704
SRR19180478,BA.2.7,0.03703704
SRR19180478,BA.2.1,0.03703704
SRR19180478,BA.2.23,0.03703704
SRR19180478,BA.2.29,0.03703704
SRR19180478,BA.2.27,0.03703704
SRR19180478,BA.2.31,0.03703704
SRR19180478,BA.2.3,0.03703704
SRR19180478,BA.2.10.2,0.03703704
SRR19180478,BA.2.10.1,0.03703704
SRR19180478,BA.2.11,0.03703704
SRR19180478,BA.2.26,0.03703704
SRR19180478,BA.2.33,0.03703704
SRR19180478,BA.2.6,0.03703704
SRR19180478,BA.2.39,0.03703704
SRR19180478,BA.2.25,0.03703704
SRR19180478,BA.2.9,0.03703704
SRR19180478,BA.2.19,0.03703704
SRR19180478,BA.2.28,0.03703704
SRR19180478,BA.2.37,0.03703704
SRR19180478,BA.2.38,0.03703704
SRR19180478,BA.2.12,0.03703704
SRR19180478,BA.2.23.1,0.03703704
SRR19180478,BA.2.13,0.03703704
SRR19180478,BA.2.9.2,0.03703704
SRR19180478,BA.2.21,0.03703704
SRR19180478,BA.2.10,0.03703704
SRR19180479,Undetermined,1.00
SRR19180480,BA.2.3.1,0.03333330
SRR19180480,XS,0.02224580
SRR19180480,BA.1.14.1,0.02224580
SRR19180480,BA.1.14.2,0.02224580
SRR19180480,BA.1.9,0.02224580
SRR19180480,BA.1.3,0.02224580
SRR19180480,BA.1.21.1,0.02224580
SRR19180480,BA.1.17,0.02224580
SRR19180480,BA.1.18,0.02224580
SRR19180480,BA.1.1,0.02224580
SRR19180480,BA.1.16,0.02224580
SRR19180480,BA.1.13,0.02224580
SRR19180480,BA.1.14,0.02224580
SRR19180480,BA.1.19,0.02224580
SRR19180480,BA.1.21,0.02224580
SRR19180480,BA.1.5,0.02224580
SRR19180480,BA.1.6,0.02224580
SRR19180480,BA.1.7,0.02224580
SRR19180480,BA.1.12,0.02224580
SRR19180480,BA.1.10,0.02224580
SRR19180480,BA.1,0.02224580
SRR19180480,BA.1.17.1,0.02224580
SRR19180480,BA.1.17.2,0.02224580
SRR19180480,BA.1.15,0.02224580
SRR19180480,BA.1.1.8,0.02224580
SRR19180480,BC.1,0.02224580
SRR19180480,BA.1.1.16,0.02224580
SRR19180480,BA.1.1.5,0.02224580
SRR19180480,BA.1.1.17,0.02224580
SRR19180480,BA.1.15.1,0.02224580
SRR19180480,BA.1.1.2,0.02224580
SRR19180480,BA.1.1.10,0.02224580
SRR19180480,BA.1.13.1,0.02224580
SRR19180480,BA.1.1.15,0.02224580
SRR19180480,BA.1.1.9,0.02224580
SRR19180480,BA.1.1.7,0.02224580
SRR19180480,BA.1.1.12,0.02224580
SRR19180480,BA.1.1.11,0.02224580
SRR19180480,BA.1.1.6,0.02224580
SRR19180480,BA.1.1.13,0.02224580
SRR19180480,BA.1.1.14,0.02224580
SRR19180480,BA.1.1.4,0.02224580
SRR19180480,A.2.2,0.02173900
SRR19180480,B.6.6,0.02173900
SRR19180480,BA.2.23.1,0.01111110
SRR19180481,Undetermined,1.00
SRR19183675,BA.2.37,0.31468251
SRR19183675,XM,0.20059534
SRR19183675,BA.2.9,0.15447016
SRR19183675,XQ,0.09761913
SRR19183675,XAH,0.05192007
SRR19183675,BA.1,0.03402259
SRR19183675,BA.1.18,0.02310920
SRR19183675,BA.2.10,0.02111044
SRR19183675,BA.2.23,0.02081554
SRR19183675,BA.1.1.18,0.00505051
SRR19183675,XAE,0.00399315
SRR19183675,XAF,0.00393701
SRR19183675,BA.3,0.00379600
SRR19183675,XZ,0.00237530
SRR19183675,XAL,0.00203666
SRR19183675,BA.2.40,0.00194932
SRR19183675,BA.1.1.13,0.00176991
SRR19183675,BA.2.9.7,0.00175131
SRR19183675,BA.2.78,0.00168576
SRR19183675,B.1.1.67,0.00167352
SRR19183675,BA.5.1.5,0.00164069
SRR19183675,BA.2.79,0.00156320
SRR19183675,B.26,0.00154500
SRR19183675,BA.2.61,0.00145719
SRR19183675,BA.2.19,0.00145455
SRR19183675,BA.2.34,0.00139665
SRR19183675,B.1.1.423,0.00129601
SRR19183675,B.5,0.00128041
SRR19183675,BA.1.15.3,0.00125628
SRR19183675,B.1.1.269,0.00122249
SRR19183675,B.1.1.239,0.00117096
SRR19183675,BA.2.30,0.00116414
SRR19183675,XAC,0.00115473
SRR19183675,B.1.1.288,0.00115241
SRR19183675,XAD,0.00114123
SRR19183675,AH.1,0.00109890
SRR19183675,BG.5,0.00108560
SRR19183675,BA.2.25.1,0.00104603
SRR19277176,BA.1.1,0.33100873
SRR19277176,BA.1.1.11,0.13300095
SRR19277176,BA.1.1.2,0.13300095
SRR19277176,BA.1.1.10,0.13300095
SRR19277176,BA.1.1.15,0.13300095
SRR19277176,BA.1.1.9,0.13300095
SRR19277177,BA.1.1.14,0.19866520
SRR19277177,BA.1.1.2,0.19866520
SRR19277177,BA.1.1.10,0.19866520
SRR19277177,BA.1.1.9,0.19866520
SRR19277177,BA.1.1.15,0.19866520
SRR19277177,BA.1.1.12,0.00356832
SRR19277178,BA.1.1.1,0.99321194
SRR19277178,BA.1.1.12,0.00384287
SRR19277179,BA.1.1.18,0.66615300
SRR19277179,BA.1.17.2,0.13957863
SRR19277179,BA.1.1.2,0.09270479
SRR19277179,BA.1.1.14,0.09270479
SRR19277179,BA.1.1.12,0.00133115
SRR19277179,BA.1.1.1,0.00114476
SRR19277180,BA.1.1.2,0.86690392
SRR19277180,XW,0.12542568
SRR19277180,BA.1.1.11,0.00134183
SRR19277181,BA.1.1.16,0.81995560
SRR19277181,BA.1.1.8,0.16952375
SRR19277181,BA.1.1.12,0.00353357
SRR19277182,BA.1.1.16,0.44464536
SRR19277182,B.1.1.529,0.12907995
SRR19277182,BA.1.14,0.09077457
SRR19277182,BA.1.4,0.03609852
SRR19277182,BA.1.1.2,0.03609852
SRR19277182,BA.1.1.18,0.03609852
SRR19277182,BA.1.1.7,0.03609852
SRR19277182,BA.1.1.11,0.03609852
SRR19277182,BA.1.18,0.03609852
SRR19277182,BA.1.1,0.03609852
SRR19277182,BA.1.16,0.03609852
SRR19277182,BA.1.19,0.03609852
SRR19277182,AY.39,0.00245572
SRR19309636,BA.2.27,0.57647843
SRR19309636,BA.2.37,0.10664173
SRR19309636,BA.2.16,0.08356059
SRR19309636,BA.1.1.16,0.03590654
SRR19309636,BA.2.9,0.03475990
SRR19309636,BA.1.1.7,0.01678022
SRR19309636,BA.2,0.01457324
SRR19309636,BA.1.1.10,0.01361870
SRR19309636,BA.3,0.01210252
SRR19309636,XQ,0.01107409
SRR19309636,BA.2.32,0.00470844
SRR19309636,BA.2.10,0.00416329
SRR19309636,XAH,0.00403080
SRR19309636,XZ,0.00393185
SRR19309636,BA.1.1.11,0.00375940
SRR19309636,XAE,0.00366636
SRR19309636,XW,0.00342270
SRR19309636,BA.2.34,0.00326708
SRR19309636,BA.2.76,0.00324850
SRR19309636,XAC,0.00243977
SRR19309636,BA.2.61,0.00194932
SRR19309636,BA.2.3.1,0.00192202
SRR19309636,BA.2.3.2,0.00184587
SRR19309636,DE.1,0.00164374
SRR19309636,XS,0.00164246
SRR19309636,BA.2.38.2,0.00146413
SRR19309636,BA.1.1.5,0.00142045
SRR19309636,BA.2.10.1,0.00136351
SRR19309636,BF.9,0.00135120
SRR19309636,BA.1.15.3,0.00130548
SRR19309636,BA.2.3.15,0.00118906
SRR19309636,BA.2.10.3,0.00118528
SRR19309636,BA.2.76.1,0.00108050
SRR19309636,BA.2.18,0.00105820
SRR19309636,C.18,0.00103941
SRR19309636,B.10,0.00101418
SRR19309653,BA.2.27,0.49405542
SRR19309653,BA.2.10.1,0.09437350
SRR19309653,BA.2.16,0.09153599
SRR19309653,BA.1.1.16,0.05322346
SRR19309653,XQ,0.05085664
SRR19309653,BA.3,0.04264417
SRR19309653,XV,0.02320657
SRR19309653,BA.2.37,0.01587169
SRR19309653,XY,0.01066860
SRR19309653,XAF,0.01029334
SRR19309653,BA.5,0.01024340
SRR19309653,BA.2.76,0.00943338
SRR19309653,BA.2.9,0.00575255
SRR19309653,BA.2.34,0.00381264
SRR19309653,XAZ,0.00350263
SRR19309653,XE,0.00324415
SRR19309653,XAG,0.00321543
SRR19309653,BA.2.3.21,0.00295421
SRR19309653,BA.2.32,0.00291603
SRR19309653,BA.1.1.7,0.00282486
SRR19309653,XAC,0.00247709
SRR19309653,BA.2.40,0.00243902
SRR19309653,BA.2.42,0.00196421
SRR19309653,BA.1.15.3,0.00189971
SRR19309653,B.10,0.00181873
SRR19309653,BA.2.38.2,0.00168393
SRR19309653,BA.2.61,0.00161725
SRR19309653,BA.2.26,0.00149286
SRR19309653,BA.2.1,0.00146520
SRR19309653,BA.2.19,0.00138440
SRR19309653,BA.2.3.1,0.00137828
SRR19309653,B.6.6,0.00124327
SRR19309653,BA.2.9.2,0.00122699
SRR19309653,BA.2.18,0.00121951
SRR19309653,BA.1.1.1,0.00119048
SRR19309653,BA.1.1.18,0.00118624
SRR19309653,BA.2.66,0.00113507
SRR19309653,XW,0.00106101
SRR19309653,BA.2.25.1,0.00103654
SRR19309654,BA.2.24,0.22627089
SRR19309654,BA.2.4,0.22623689
SRR19309654,BA.1.1.16,0.13715288
SRR19309654,BA.2.12,0.07291706
SRR19309654,BA.2.9,0.06660650
SRR19309654,BA.2.16,0.05699184
SRR19309654,BA.3,0.03524634
SRR19309654,BA.1.9,0.02351096
SRR19309654,BA.2.36,0.01962907
SRR19309654,BA.2.17,0.01763451
SRR19309654,BA.1.1.10,0.01208980
SRR19309654,BA.1.20,0.01163520
SRR19309654,BA.2.52,0.01142860
SRR19309654,BA.2.3.2,0.00674068
SRR19309654,BA.2.18,0.00505051
SRR19309654,BA.2.61,0.00449438
SRR19309654,BA.1.15.3,0.00373134
SRR19309654,BA.2.45,0.00295179
SRR19309654,BA.2.10.1,0.00289575
SRR19309654,BA.2.12.1,0.00288410
SRR19309654,BA.1.15,0.00262821
SRR19309654,BA.2.2,0.00256082
SRR19309654,BA.2.32,0.00234055
SRR19309654,B.1.1.416,0.00172765
SRR19309654,BA.1.14.1,0.00165893
SRR19309654,BA.2.42,0.00164474
SRR19309654,BA.2.3.5,0.00154131
SRR19309654,BA.2.50,0.00153414
SRR19309654,BA.2.66,0.00148148
SRR19309654,BA.2.82,0.00145349
SRR19309654,BA.2.3.1,0.00138793
SRR19309654,XAD,0.00138696
SRR19309654,BA.2.38.2,0.00138122
SRR19309654,B.1.103,0.00137678
SRR19309654,BA.2.3.7,0.00132626
SRR19309654,B.1.1.182,0.00130548
SRR19309654,AK.1,0.00108186
SRR19309654,BA.1.8,0.00106610
SRR19309654,B.1.1.388,0.00106082
SRR19309654,BA.2.62,0.00103458
SRR19309655,BA.2.27,0.54316964
SRR19309655,BA.1.1,0.16814457
SRR19309655,BA.2.16,0.07673162
SRR19309655,XV,0.06893439
SRR19309655,BA.2.37,0.04037094
SRR19309655,BA.2.76,0.01515150
SRR19309655,BA.2.10,0.01512689
SRR19309655,BA.2.32,0.00838327
SRR19309655,BA.2.10.1,0.00564061
SRR19309655,BA.2.3.2,0.00558558
SRR19309655,BA.1.15.3,0.00455308
SRR19309655,BA.2.1,0.00333333
SRR19309655,BA.2.61,0.00259656
SRR19309655,BA.2.34,0.00250784
SRR19309655,XAA,0.00233100
SRR19309655,BA.2.26,0.00204082
SRR19309655,XAQ,0.00196850
SRR19309655,B.10,0.00177194
SRR19309655,BA.1.1.1,0.00176678
SRR19309655,XU,0.00174078
SRR19309655,BA.1.1.6,0.00128041
SRR19309655,BA.1.1.5,0.00124844
SRR19309655,BA.2.9,0.00122297
SRR19309655,BA.2.38.2,0.00117925
SRR19309655,BA.2.51,0.00116009
SRR19309655,BA.2.39,0.00109649
SRR19309655,BA.2.66,0.00105652
SRR19309655,AH.2,0.00105152
SRR19309655,BA.3,0.00103914
SRR19309656,BA.2.56,0.61955571
SRR19309656,BA.2.16,0.07935819
SRR19309656,BA.2.1,0.06094810
SRR19309656,BA.1.1.16,0.04481603
SRR19309656,BA.2.12.1,0.04404135
SRR19309656,BA.2.9,0.02904454
SRR19309656,BA.1.1.10,0.02531650
SRR19309656,BA.3,0.01076126
SRR19309656,B.1.1.529,0.00509143
SRR19309656,BA.2.32,0.00474008
SRR19309656,BA.1.1.8,0.00291545
SRR19309656,BA.2.34,0.00285966
SRR19309656,BA.2.9.4,0.00277008
SRR19309656,BA.2.3.1,0.00272953
SRR19309656,XAK,0.00263852
SRR19309656,BA.2.61,0.00241911
SRR19309656,BA.2.76,0.00226066
SRR19309656,BA.1.1.5,0.00207469
SRR19309656,BA.1.1.1,0.00206469
SRR19309656,BA.2.38.2,0.00197161
SRR19309656,BA.2.26,0.00181535
SRR19309656,BA.1.15.3,0.00167336
SRR19309656,BA.2.38.1,0.00165074
SRR19309656,BA.2.45,0.00156159
SRR19309656,B.1.1.239,0.00147275
SRR19309656,BA.2.3.2,0.00136677
SRR19309656,BA.2.15,0.00130890
SRR19309656,BA.2.3.6,0.00129087
SRR19309656,XL,0.00117588
SRR19309656,BA.2.48,0.00112444
SRR19309656,B.10,0.00100253
SRR19317093,BA.2.12.1,0.44406564
SRR19317093,BA.2.3,0.23362852
SRR19317093,BA.2.7,0.21727051
SRR19317093,BA.2.9,0.03616752
SRR19317093,BA.5,0.00467290
SRR19317093,BA.2.3.2,0.00447761
SRR19317093,XN,0.00376412
SRR19317093,BA.2.10,0.00272390
SRR19317093,BA.2.36,0.00218080
SRR19317093,BA.2.34,0.00215401
SRR19317093,BA.2.13,0.00201207
SRR19317093,XW,0.00200300
SRR19317093,BA.2.3.1,0.00196166
SRR19317093,XG,0.00165107
SRR19317093,BA.2.23,0.00156875
SRR19317093,BA.2.1,0.00156863
SRR19317093,BA.2.19,0.00137788
SRR19317093,B.1.1.521,0.00131740
SRR19317093,BA.2.10.2,0.00128700
SRR19317093,B.4,0.00116646
SRR19317093,BA.2.4,0.00103734
SRR19317094,BA.2.12,0.33397400
SRR19317094,BA.2.12.1,0.33333300
SRR19317094,BA.2.3,0.17584258
SRR19317094,BA.2.37,0.05470025
SRR19317094,XM,0.02245267
SRR19317094,BA.5,0.01072502
SRR19317094,B.1.1.529,0.00964205
SRR19317094,BA.2.3.2,0.00677813
SRR19317094,BA.2.3.1,0.00528241
SRR19317094,XE,0.00376021
SRR19317094,BA.2.32,0.00334448
SRR19317094,BA.2.33,0.00318471
SRR19317094,BA.1.15,0.00208493
SRR19317094,B.1.1.269,0.00185874
SRR19317094,BA.2.34,0.00153782
SRR19317094,B.43,0.00145809
SRR19317094,BA.4,0.00132240
SRR19317094,BA.2.26,0.00129199
SRR19317094,BA.1.5,0.00117398
SRR19317095,BA.2.12.1,0.53786100
SRR19317095,BA.2.3,0.22709707
SRR19317095,BA.2.12,0.09244200
SRR19317095,BA.2.23,0.05902776
SRR19317095,BA.2.9,0.02664323
SRR19317095,BA.2.3.1,0.01257860
SRR19317095,BA.2.18,0.01030930
SRR19317095,BA.2.38,0.00704000
SRR19317095,BA.2.34,0.00588235
SRR19317095,XN,0.00540287
SRR19317095,B.1.1.289,0.00331126
SRR19317095,XL,0.00139665
SRR19317095,B.1.1.506,0.00129199
SRR19317096,BA.2.12.1,0.43414600
SRR19317096,BA.2.27,0.22746020
SRR19317096,BA.2.3,0.10115814
SRR19317096,BA.2.38,0.06321116
SRR19317096,BA.2.9,0.06194896
SRR19317096,BA.2.18,0.02030841
SRR19317096,XM,0.01181214
SRR19317096,BA.2.3.2,0.01142130
SRR19317096,BA.1.18,0.00928609
SRR19317096,BA.2.21,0.00568182
SRR19317096,BA.2.3.1,0.00530538
SRR19317096,BA.2.34,0.00293080
SRR19317096,BA.2.2,0.00277008
SRR19317096,BA.2.32,0.00250111
SRR19317096,BA.2.30,0.00249377
SRR19317096,BA.2,0.00235113
SRR19317096,BA.2.5,0.00209205
SRR19317096,BA.5,0.00200401
SRR19317096,BA.1.15,0.00142773
SRR19317096,BA.2.15,0.00134590
SRR19317096,BA.1.16,0.00103223
SRR19317096,XW,0.00100908
SRR19324899,XQ,0.26356289
SRR19324899,BA.3,0.13617119
SRR19324899,B.1.1.529,0.11159855
SRR19324899,BA.2.3.2,0.10549358
SRR19324899,BA.1.1.13,0.05730993
SRR19324899,BA.2.23,0.03751826
SRR19324899,B,0.03347598
SRR19324899,XF,0.03166060
SRR19324899,AY.126,0.03159044
SRR19324899,BA.1.9,0.02690220
SRR19324899,BA.1.17.2,0.00468997
SRR19324899,B.1.1.228,0.00447316
SRR19324899,BA.2.23.1,0.00438645
SRR19324899,B.1.195,0.00289579
SRR19324899,B.60,0.00288184
SRR19324899,B.47,0.00285103
SRR19324899,AY.33,0.00236684
SRR19324899,XS,0.00236179
SRR19324899,B.1.1.116,0.00230309
SRR19324899,B.30,0.00216861
SRR19324899,B.23,0.00215632
SRR19324899,BA.1,0.00200945
SRR19324899,B.1.23,0.00196319
SRR19324899,B.1.8,0.00191433
SRR19324899,B.1.81,0.00180583
SRR19324899,B.1.1.344,0.00172207
SRR19324899,XD,0.00166145
SRR19324899,B.1.590,0.00162131
SRR19324899,B.1.14,0.00154321
SRR19324899,BA.1.4,0.00151707
SRR19324899,B.1.97,0.00151306
SRR19324899,B.1.502,0.00150899
SRR19324899,AY.122.3,0.00147855
SRR19324899,BA.1.1.10,0.00143250
SRR19324899,BA.1.6,0.00140667
SRR19324899,B.1.40,0.00139489
SRR19324899,B.10,0.00134834
SRR19324899,BA.1.10,0.00125945
SRR19324899,BA.2.3.4,0.00121803
SRR19324899,BA.2.8,0.00121262
SRR19324899,B.58,0.00119952
SRR19324899,AY.116.1,0.00119904
SRR19324899,B.1.1.359,0.00118449
SRR19324899,AY.83,0.00117925
SRR19324899,B.1.187,0.00117792
SRR19324899,BC.1,0.00116822
SRR19324899,B.1.1.408,0.00114003
SRR19324899,B.1.105,0.00112952
SRR19324899,BA.2.10.1,0.00112259
SRR19324899,BA.1.1.5,0.00110947
SRR19324899,B.29,0.00110773
SRR19324899,B.1.248,0.00109065
SRR19324899,AY.46.6.1,0.00108725
SRR19324899,AY.109,0.00108519
SRR19324899,B.1.1.111,0.00108430
SRR19324899,AY.101,0.00107759
SRR19324899,B.1.201,0.00107216
SRR19324899,BA.1.16.2,0.00105880
SRR19324899,B.52,0.00104603
SRR19324899,AY.105,0.00102881
SRR19324899,B.32,0.00102720
SRR19324899,B.1.1.308,0.00101461
SRR19324899,B.1.532,0.00100412
SRR19324902,BA.1,0.22053404
SRR19324902,XM,0.17708300
SRR19324902,BA.2.23,0.16950943
SRR19324902,BA.2.9.2,0.08923863
SRR19324902,BA.2.9,0.08923863
SRR19324902,XS,0.06972648
SRR19324902,B.1.1.168,0.01742415
SRR19324902,B.1.1.172,0.01030930
SRR19324902,B.1.1.398,0.00838750
SRR19324902,B.1.1.216,0.00624868
SRR19324902,B.1.1.71,0.00598802
SRR19324902,B.1.1.83,0.00459012
SRR19324902,B.1.1.320,0.00350926
SRR19324902,B.1.1.237,0.00279678
SRR19324902,M.3,0.00270042
SRR19324902,B.1.533,0.00247442
SRR19324902,B.1.1.189,0.00218154
SRR19324902,AY.116.1,0.00217155
SRR19324902,B.1.1.228,0.00195590
SRR19324902,BA.2.11,0.00189753
SRR19324902,XF,0.00188540
SRR19324902,P.7,0.00187970
SRR19324902,B.1.1.17,0.00187078
SRR19324902,B.1.1.111,0.00183936
SRR19324902,B.1.1.258,0.00174447
SRR19324902,B.1.1.339,0.00174216
SRR19324902,B.1.1.262,0.00166113
SRR19324902,B.1.1.463,0.00159878
SRR19324902,B.1.1.178,0.00158983
SRR19324902,B.1.1.249,0.00150473
SRR19324902,B.59,0.00147561
SRR19324902,N.7,0.00142015
SRR19324902,B.1.1.86,0.00140746
SRR19324902,B.1.1.362,0.00138953
SRR19324902,B.1.1.152,0.00135072
SRR19324902,AM.3,0.00129422
SRR19324902,B.1.1.133,0.00119913
SRR19324902,B.1.1.315,0.00118390
SRR19324902,XH,0.00116739
SRR19324902,B.1.1.347,0.00113808
SRR19324902,B.1.1.192,0.00113559
SRR19324902,BA.1.16.2,0.00112411
SRR19324902,B.1.1.517,0.00110982
SRR19324902,B.1.1.521,0.00109815
SRR19324902,B.1.1.359,0.00109215
SRR19324902,B.1.1.38,0.00107366
SRR19324902,B.1.1.438,0.00106648
SRR19324902,BA.2.3.4,0.00102916
SRR19324902,BA.2.9.1,0.00101215
SRR19324907,B.1.1.529,0.24805968
SRR19324907,BA.1,0.22125929
SRR19324907,BA.2.23,0.19066367
SRR19324907,BA.2.3.2,0.08039239
SRR19324907,XQ,0.03414331
SRR19324907,XM,0.02157558
SRR19324907,AY.126,0.01789040
SRR19324907,B,0.00873225
SRR19324907,B.1.14,0.00614282
SRR19324907,BA.2.7,0.00436681
SRR19324907,B.1.1.172,0.00421941
SRR19324907,B.5,0.00403023
SRR19324907,B.1.439,0.00357767
SRR19324907,B.1.195,0.00303572
SRR19324907,AY.4.7,0.00292969
SRR19324907,B.23,0.00290071
SRR19324907,B.1.105,0.00285184
SRR19324907,B.1.35,0.00261267
SRR19324907,B.1.8,0.00250156
SRR19324907,B.1.1.198,0.00237076
SRR19324907,B.1.134,0.00226451
SRR19324907,XF,0.00215483
SRR19324907,AY.99,0.00212998
SRR19324907,B.1.1.519,0.00200694
SRR19324907,AY.91.1,0.00198926
SRR19324907,A.19,0.00198294
SRR19324907,B.55,0.00179064
SRR19324907,B.1.97,0.00178804
SRR19324907,AY.76,0.00177515
SRR19324907,BA.2.3.4,0.00176398
SRR19324907,B.27,0.00163087
SRR19324907,B.1.40,0.00156116
SRR19324907,B.58,0.00144370
SRR19324907,B.1.1.86,0.00142045
SRR19324907,BA.2.8,0.00139860
SRR19324907,B.1.1.339,0.00130187
SRR19324907,N.4,0.00123923
SRR19324907,B.1.201,0.00123347
SRR19324907,BA.1.16.2,0.00121433
SRR19324907,AY.105,0.00121359
SRR19324907,B.1.1.228,0.00118125
SRR19324907,B.10,0.00114399
SRR19324907,B.1.1.152,0.00109125
SRR19324907,B.1.1.359,0.00108282
SRR19324907,AY.5.6,0.00104384
SRR19324907,B.1.243.2,0.00104058
SRR19324907,AY.36.1,0.00102041
SRR19324907,BA.1.15.2,0.00101523
SRR19324907,B.4.8,0.00100680
SRR19324907,B.1.356,0.00100591
SRR19324910,XM,0.34474168
SRR19324910,BA.2.23,0.16780768
SRR19324910,BA.2.14,0.10108031
SRR19324910,XF,0.09931220
SRR19324910,AY.126,0.09486902
SRR19324910,XV,0.04411174
SRR19324910,B.1.1.529,0.03190748
SRR19324910,BA.1.17.2,0.01852486
SRR19324910,BA.2.36,0.00689655
SRR19324910,AY.116.1,0.00450958
SRR19324910,XN,0.00369004
SRR19324910,BA.1.10,0.00277778
SRR19324910,XJ,0.00232558
SRR19324910,AY.113,0.00190925
SRR19324910,BA.2.13,0.00184662
SRR19324910,BA.1.6,0.00162625
SRR19324910,XQ,0.00155453
SRR19324910,AY.33,0.00143434
SRR19324910,B.10,0.00130964
SRR19324910,BA.1.16.2,0.00126302
SRR19324910,B.1.1.359,0.00125615
SRR19324910,AY.121.1,0.00116516
SRR19324910,XH,0.00116295
SRR19324910,AY.122.3,0.00115271
SRR19324910,BA.1.4,0.00112835
SRR19324910,B.11,0.00109716
SRR19332202,BA.2.4,0.65770199
SRR19332202,BA.2.3.2,0.15711017
SRR19332202,BA.2.36,0.07135990
SRR19332202,BA.2.14,0.07107732
SRR19332202,BA.2.37,0.00722581
SRR19332202,BA.2.3.4,0.00256602
SRR19332202,BA.2.8,0.00220994
SRR19332202,BA.5,0.00196207
SRR19332202,BA.2.11,0.00186220
SRR19332202,BA.2.10,0.00164384
SRR19332202,BA.2,0.00163863
SRR19332202,BA.2.33,0.00150376
SRR19332202,BA.2.31,0.00141483
SRR19332202,BA.2.9.1,0.00130833
SRR19332202,BA.2.20,0.00123967
SRR19332202,BA.2.2,0.00111566
SRR19332203,BA.2.3.2,0.32583833
SRR19332203,BA.2.23,0.22603091
SRR19332203,BA.2.12,0.21624836
SRR19332203,BA.2.12.1,0.20624164
SRR19332203,BA.5,0.00413018
SRR19332203,BA.2.29,0.00179372
SRR19332203,XR,0.00128617
SRR19332203,BA.2.16,0.00113806
SRR19332203,BA.2.31,0.00103144
SRR19332204,BA.2.12,0.40355532
SRR19332204,BA.2.4,0.18645183
SRR19332204,BA.2.12.1,0.16184326
SRR19332204,BA.2.3.2,0.08141959
SRR19332204,BA.2.16,0.03383153
SRR19332204,BA.2.13,0.03337543
SRR19332204,BA.2.36,0.03192805
SRR19332204,BA.2.14,0.03173534
SRR19332204,BA.2.11,0.00352526
SRR19332204,BA.2.28,0.00291181
SRR19332204,BA.2,0.00275929
SRR19332204,XQ,0.00174641
SRR19332204,BA.2.8,0.00166806
SRR19332204,BA.2.9.1,0.00112740
SRR19332204,BA.2.40,0.00111260
SRR19332204,BA.4,0.00105932
SRR19332204,BA.2.18,0.00103734
SRR19332204,BA.5,0.00101098
SRR19332205,BA.2.12.1,0.36486100
SRR19332205,BA.2.12,0.29406143
SRR19332205,BA.2.3.2,0.26341174
SRR19332205,BA.2.36,0.05750150
SRR19332205,BA.2.10,0.00210978
SRR19332205,BA.2.9.1,0.00132363
SRR19332205,BA.2.2,0.00118273
SRR19332205,BA.2.8,0.00107083
SRR19332206,BA.2.12.1,0.70876784
SRR19332206,BA.2.12,0.27862699
SRR19332206,BA.1.16.2,0.00124175
SRR19332206,BA.5,0.00104167
SRR19332207,BA.2.12,0.65649900
SRR19332207,BA.2.12.1,0.24918000
SRR19332207,BA.2.31,0.05722703
SRR19332207,BA.2.2,0.00469300
SRR19332207,BA.2.11,0.00265957
SRR19332207,BA.2.20,0.00213174
SRR19332207,BA.2.28,0.00211327
SRR19332207,BA.2.10,0.00181811
SRR19332207,BA.2.7,0.00179856
SRR19332207,BA.2.30,0.00161137
SRR19332207,BA.2.8,0.00127173
SRR19332207,BA.2.37,0.00106883
SRR19332207,BA.5,0.00100402
SRR19332208,BA.2.12,0.42742511
SRR19332208,BA.2.3.2,0.30630607
SRR19332208,BA.2.12.1,0.10579300
SRR19332208,BA.2.36,0.06740890
SRR19332208,BA.2.14,0.06385181
SRR19332208,BA.2,0.00694784
SRR19332208,BA.2.3.4,0.00176056
SRR19332208,BA.2.9,0.00163905
SRR19332208,BA.2.25.1,0.00162973
SRR19332208,BA.2.10.2,0.00157271
SRR19332208,BA.2.8,0.00107904
SRR19332209,BA.2.12,0.40113143
SRR19332209,BA.2.31,0.31773714
SRR19332209,BA.2.12.1,0.13815569
SRR19332209,BA.2.32,0.09735670
SRR19332209,BA.2.14,0.00894250
SRR19332209,BA.2.10,0.00211342
SRR19332209,BA.2.18,0.00204165
SRR19332209,BA.2.11,0.00200602
SRR19332209,BA.2,0.00188402
SRR19332209,BA.2.28,0.00173686
SRR19332209,BA.2.40,0.00171863
SRR19332209,BA.2.3.4,0.00147384
SRR19332209,BA.2.16,0.00128817
SRR19332209,BA.2.42,0.00125471
SRR19332209,BA.2.2,0.00115674
SRR19332209,BA.2.8,0.00108672
SRR19332209,BA.2.27,0.00100200
SRR19332210,BA.2.3,0.39037190
SRR19332210,BA.2.12,0.38193287
