SRR,Sublineage,SublineageFrequency
SRR16828363,AY.26,0.67046994
SRR16828363,AY.44,0.10794248
SRR16828363,B.1.267,0.04166670
SRR16828363,B.1.134,0.03488370
SRR16828363,AY.117,0.03483870
SRR16828363,B.1.379,0.02241291
SRR16828363,B.1.617.2,0.01536800
SRR16828363,B.1.413,0.01438850
SRR16828363,AY.103,0.01104970
SRR16828363,B.1.420,0.01069000
SRR16828363,AY.1,0.00554799
SRR16828363,B.1.110,0.00360360
SRR16828363,B.1.223,0.00241546
SRR16828363,AY.82,0.00237906
SRR16828363,AY.9,0.00199402
SRR16828363,AY.62,0.00190840
SRR16828363,AY.110,0.00183824
SRR16828363,B.1.187,0.00178811
SRR16828363,AY.2,0.00174064
SRR16828363,AY.39.3,0.00173310
SRR16828363,B.1.9,0.00152870
SRR16828363,B.1.546,0.00131752
SRR16828364,AY.103,0.59223300
SRR16828364,AY.44,0.12963000
SRR16828364,AY.117,0.08437920
SRR16828364,AY.119,0.08058666
SRR16828364,AY.127,0.01682240
SRR16828364,AY.20,0.01626900
SRR16828364,B.1.379,0.01510070
SRR16828364,AY.87,0.00510204
SRR16828364,AY.92,0.00476016
SRR16828364,B.4.6,0.00471254
SRR16828364,AY.39,0.00409452
SRR16828364,AY.25,0.00395257
SRR16828364,AY.126,0.00316456
SRR16828364,AY.3.1,0.00289855
SRR16828364,B.1.273,0.00281287
SRR16828364,AY.81,0.00209118
SRR16828364,AY.46.1,0.00199601
SRR16828364,AY.105,0.00192678
SRR16828364,AY.4.2.5,0.00160643
SRR16828364,B.4,0.00158348
SRR16828364,B.1.280,0.00149031
SRR16828364,AY.80,0.00149031
SRR16828364,AY.5,0.00142197
SRR16828364,B.18,0.00131579
SRR16828364,AY.4,0.00129212
SRR16828364,AY.29,0.00114679
SRR16828364,AY.99.1,0.00109589
SRR16828364,AY.82,0.00106383
SRR16828364,AY.76,0.00103413
SRR16828365,AY.44,0.32911400
SRR16828365,AY.101,0.21590900
SRR16828365,AY.100,0.17783238
SRR16828365,AY.119,0.09940190
SRR16828365,AY.117,0.07754010
SRR16828365,AY.119.2,0.05314010
SRR16828365,B.1.134,0.01381613
SRR16828365,B.12,0.00704225
SRR16828365,AY.39,0.00664452
SRR16828365,AY.24,0.00471698
SRR16828365,B.1.379,0.00328947
SRR16828365,AY.47,0.00315704
SRR16828365,B.1.335,0.00264901
SRR16828365,B.1.416,0.00208333
SRR16828365,AY.82,0.00207900
SRR16828365,B.1.494,0.00158479
SRR16828366,AY.44,0.65217400
SRR16828366,AY.117,0.19648100
SRR16828366,AY.120,0.07589764
SRR16828366,AY.103,0.02777780
SRR16828366,AY.39,0.01000000
SRR16828366,AY.3,0.00869565
SRR16828366,AY.84,0.00862069
SRR16828366,AY.107,0.00781250
SRR16828366,AY.82,0.00606061
SRR16828366,AY.88,0.00476190
SRR16828366,AY.92,0.00171821
SRR16828367,AY.44,0.48744738
SRR16828367,AY.20,0.26087000
SRR16828367,AY.116,0.08510640
SRR16828367,AY.38,0.03965697
SRR16828367,B.1.442,0.02758620
SRR16828367,AY.117,0.02116400
SRR16828367,B.1.379,0.01923080
SRR16828367,AY.103,0.01818180
SRR16828367,AY.3,0.01355930
SRR16828367,B.1.22,0.01158300
SRR16828367,B.1.420,0.00766284
SRR16828367,AY.46.4,0.00497512
SRR16828367,B.1.161,0.00297619
SRR16828368,AY.44,0.47528463
SRR16828368,B.1.1.355,0.13541700
SRR16828368,AY.103,0.06349210
SRR16828368,AY.25,0.05325316
SRR16828368,AY.38,0.04930560
SRR16828368,AY.47,0.04444440
SRR16828368,AY.39,0.04123710
SRR16828368,B.1.617.2,0.02539896
SRR16828368,B.1.1.136,0.02409640
SRR16828368,AY.5,0.02083330
SRR16828368,AY.117,0.01630430
SRR16828368,B.4,0.01374553
SRR16828368,AY.3.1,0.01000000
SRR16828368,AY.122,0.00912409
SRR16828368,AY.25.1,0.00735294
SRR16828368,B.1.1.192,0.00515464
SRR16828368,AY.92,0.00414938
SRR16828368,B.4.6,0.00140647
SRR16828369,AY.100,0.48598100
SRR16828369,AY.44,0.40546071
SRR16828369,AY.20,0.05882350
SRR16828369,AY.82,0.02352940
SRR16828369,B.1.110,0.00840336
SRR16828369,AY.117,0.00595238
SRR16828369,AY.45,0.00497512
SRR16828369,AY.3,0.00452489
SRR16828369,B.1.267,0.00194932
SRR16828370,AY.44,0.36403999
SRR16828370,AY.120.2,0.22727300
SRR16828370,AY.20,0.21428600
SRR16828370,AY.103,0.10714300
SRR16828370,AY.87,0.02762430
SRR16828370,AY.39,0.02666670
SRR16828370,AY.117,0.01709400
SRR16828370,AY.120.1,0.00892857
SRR16828370,AY.99,0.00694444
SRR16828371,AY.98.1,0.54845000
SRR16828371,AY.44,0.23809500
SRR16828371,AY.117,0.10854100
SRR16828371,AY.1,0.02962960
SRR16828371,AY.126,0.01562500
SRR16828371,B.1.379,0.01530610
SRR16828371,B.6,0.01111110
SRR16828371,B.1.206,0.00813066
SRR16828371,B.4,0.00542447
SRR16828371,AY.56,0.00479616
SRR16828371,AY.105,0.00405680
SRR16828371,B.1.413,0.00404858
SRR16828371,AY.121.1,0.00243309
SRR16828371,AY.3.4,0.00200000
SRR16828371,AY.6,0.00149701
SRR16828372,AY.39,0.46618400
SRR16828372,AY.44,0.35785213
SRR16828372,AY.117,0.07750950
SRR16828372,AY.46.6,0.03636360
SRR16828372,AY.6,0.01368610
SRR16828372,AY.88,0.01031990
SRR16828372,AY.119.2,0.00975610
SRR16828372,AY.25.1,0.00961538
SRR16828372,AY.25,0.00387020
SRR16828372,B.1.360,0.00379507
SRR16828372,B.1.126,0.00288228
SRR16828372,AY.76,0.00158479
SRR16828372,AY.99.1,0.00139276
SRR16828372,AY.105,0.00113122
SRR16828372,B.1.321,0.00112994
SRR16828372,AY.25.3,0.00104932
SRR16828373,AY.44,0.85739923
SRR16828373,AY.103,0.03508770
SRR16828373,AY.3.1,0.03246750
SRR16828373,AY.39,0.03030300
SRR16828373,B.1.413,0.02065165
SRR16828373,AY.46,0.00694444
SRR16828373,AY.6,0.00690846
SRR16828373,B.1.359,0.00371747
SRR16828373,B.1.489,0.00334448
SRR16828373,B.1.126,0.00262467
SRR16828374,AY.44,0.38424769
SRR16828374,AY.5.3,0.28742500
SRR16828374,AY.5,0.15007500
SRR16828374,AY.38,0.07487338
SRR16828374,AY.47,0.02777780
SRR16828374,B.1.379,0.02631580
SRR16828374,AY.1,0.01801800
SRR16828374,B.1.35,0.00995567
SRR16828374,AY.87,0.00769231
SRR16828374,B.1.617.2,0.00599200
SRR16828374,AY.26,0.00568182
SRR16828374,B.1.320,0.00194553
SRR16828375,AY.44,0.96236166
SRR16828375,AY.39,0.02040820
SRR16828375,AY.3,0.01162790
SRR16828375,AY.5.4,0.00560224
SRR16828376,AY.25,0.41369000
SRR16828376,AY.44,0.34375000
SRR16828376,AY.20,0.16171600
SRR16828376,AY.103,0.03555560
SRR16828376,B.1.379,0.01104970
SRR16828376,B.1.443,0.00358423
SRR16828376,AY.29.1,0.00352113
SRR16828376,B.3,0.00274725
SRR16828376,AY.76,0.00261097
SRR16828376,AY.83,0.00256410
SRR16828376,AY.126,0.00235849
SRR16828376,B.1.199,0.00215559
SRR16828376,AY.4.11,0.00208768
SRR16828376,AY.46.1,0.00185874
SRR16828376,B.1.274,0.00173310
SRR16828376,AY.82,0.00156740
SRR16828376,B.1.36.19,0.00131062
SRR16828376,AY.3.1,0.00122850
SRR16828376,AY.99.1,0.00100806
SRR16828377,AY.44,0.53057870
SRR16828377,AY.119.2,0.11111100
SRR16828377,AY.75,0.10196640
SRR16828377,AY.5,0.08888890
SRR16828377,AY.117,0.05291010
SRR16828377,AY.47,0.03669720
SRR16828377,AY.59,0.02857140
SRR16828377,AY.103,0.02272730
SRR16828377,B.1.420,0.01310040
SRR16828377,B.1.350,0.00631266
SRR16828377,B.1.617.2,0.00549600
SRR16828378,P.1.7,0.68044860
SRR16828378,AY.44,0.09655643
SRR16828378,AY.39,0.03372220
SRR16828378,B.1.134,0.02409640
SRR16828378,P.1.1,0.02409640
SRR16828378,B.1.1.58,0.01976280
SRR16828378,B.1.1.83,0.01851850
SRR16828378,B.1.143,0.01391660
SRR16828378,B.1.1.291,0.01030930
SRR16828378,AY.4.3,0.01020410
SRR16828378,AY.39.3,0.00975610
SRR16828378,AY.25.1,0.00956938
SRR16828378,AY.103,0.00934579
SRR16828378,B.1.617.2,0.00914100
SRR16828378,B.1.153,0.00800000
SRR16828378,B.1.533,0.00793651
SRR16828378,B.1.1.239,0.00636943
SRR16828378,B.1.1.40,0.00313737
SRR16828378,B.10,0.00275482
SRR16828378,B,0.00119818
SRR16828378,B.1.1.115,0.00116009
SRR16828379,AY.44,0.52941200
SRR16828379,AY.26,0.16891900
SRR16828379,AY.100,0.12195100
SRR16828379,B.1.225,0.04202460
SRR16828379,AY.103,0.03000000
SRR16828379,AY.25.1,0.02214020
SRR16828379,B.1.179,0.01737714
SRR16828379,B.1.390,0.01587300
SRR16828379,B.1.38,0.00962096
SRR16828379,B.1.14,0.00934600
SRR16828379,AY.39,0.00800000
SRR16828379,AY.82,0.00537634
SRR16828379,B.1.321,0.00488998
SRR16828379,B.1.379,0.00478469
SRR16828379,AY.48,0.00387597
SRR16828379,B.1.249,0.00282486
SRR16828379,AY.25,0.00255120
SRR16828379,B.1.40,0.00103306
SRR17066048,A,0.99542733
SRR17066049,A,0.54624800
SRR17066049,B.42,0.23005532
SRR17066049,B.1.1.7,0.05253930
SRR17066049,Q.3,0.04362420
SRR17066049,B,0.03633161
SRR17066049,B.1.1.161,0.02702875
SRR17066049,B.10,0.02484470
SRR17066049,Q.1,0.02241350
SRR17066049,B.1.1.189,0.00390625
SRR17066049,B.41,0.00258065
SRR17066049,B.1.1.438,0.00254453
SRR17066049,B.1.1.355,0.00199601
SRR17066049,B.1.14,0.00183824
SRR17066049,B.27,0.00140845
SRR17066050,A,0.95740302
SRR17066050,B.46,0.00833333
SRR17066050,B,0.00697491
SRR17066050,B.1,0.00551729
SRR17066050,B.1.8,0.00480769
SRR17066050,B.1.14,0.00287356
SRR17066050,A.5,0.00219298
SRR17066050,B.1.328,0.00208768
SRR17066050,B.1.366,0.00158963
SRR17066050,B.1.433,0.00125611
SRR17066050,B.1.248,0.00112994
SRR17066050,B.1.320,0.00111359
SRR17066050,B.1.359,0.00107296
SRR17066051,A,0.98388757
SRR17066051,B.1.617.2,0.00604820
SRR17066051,A.1,0.00258398
SRR17066052,AY.103,0.99114966
SRR17066052,AY.46.3,0.00211658
SRR17066053,AY.5.1,0.06557380
SRR17066053,AY.5.4,0.06557380
SRR17066053,AY.122,0.06557380
SRR17066053,AY.79,0.06557380
SRR17066053,AY.98,0.06557380
SRR17066053,AY.111,0.06557380
SRR17066053,AY.116,0.06557380
SRR17066053,AY.118,0.06557380
SRR17066053,AY.42,0.06557380
SRR17066053,AY.110,0.06557380
SRR17066053,AY.5,0.06557380
SRR17066053,AY.120,0.06557380
SRR17066053,AY.23,0.06557380
SRR17066053,AY.117,0.06557380
SRR17066053,AY.125,0.06557380
SRR17066053,B.1.179,0.01388890
SRR17066053,B.1.1.177,0.00203666
SRR17066054,AY.103,0.98243580
SRR17066054,AY.127,0.00151792
SRR17066055,AY.118,0.62500000
SRR17066055,AY.25,0.08731400
SRR17066055,B.1.617.2,0.07230100
SRR17066055,AY.37,0.06153850
SRR17066055,AY.38,0.06153850
SRR17066055,B.1.153,0.00941166
SRR17066055,B.1.225,0.00941166
SRR17066055,B.1.23,0.00941166
SRR17066055,B.1.378,0.00941166
SRR17066055,B.1.545,0.00941166
SRR17066055,B.1.134,0.00941166
SRR17066055,B.1.145,0.00941166
SRR17066055,B.1.395,0.00941166
SRR17066055,B.1,0.00941166
SRR17066055,B.1.416.1,0.00416667
SRR17066055,B.1.103,0.00343643
SRR17074181,B.42,0.68366000
SRR17074181,A,0.29940190
SRR17074181,A.1,0.01090910
SRR17074181,B.10,0.00359712
SRR17074181,B.46,0.00178253
SRR17074182,A,0.93230800
SRR17074182,B,0.03440151
SRR17074182,B.61,0.03125000
SRR17074182,B.4.5,0.00129199
SRR17074183,B.42,0.88618999
SRR17074183,A,0.10526300
SRR17074183,B.3,0.00854701
SRR17074184,B.29,0.49333335
SRR17074184,B.41,0.49333335
SRR17074184,B.39,0.01333330
SRR17074229,A,0.90811902
SRR17074229,B.4,0.03859234
SRR17074229,B.10,0.02272730
SRR17074229,B.41,0.01851850
SRR17074229,B.6,0.00226757
SRR17074229,A.11,0.00177936
SRR17074229,B.30,0.00147493
SRR17074229,B.1.14,0.00138122
SRR17074229,B.51,0.00130208
SRR17074229,A.2.3,0.00107643
SRR17074230,A,0.94142633
SRR17074230,B.10,0.01065450
SRR17074230,B.26,0.00905756
SRR17074230,B.1.617.2,0.00364002
SRR17074230,B.27,0.00232460
SRR17074230,B.18,0.00227376
SRR17074230,B.29,0.00206825
SRR17074230,B.20,0.00191939
SRR17074230,B.47,0.00181303
SRR17074230,A.1,0.00175131
SRR17074230,B.1.1.384,0.00146924
SRR17074230,B.60,0.00112740
SRR17074231,AY.103,0.86908011
SRR17074231,AY.57,0.05348260
SRR17074231,B.1.617.2,0.02795849
SRR17074231,B.1.14,0.01786516
SRR17074231,B.45,0.00534759
SRR17074231,AY.9,0.00497512
SRR17074231,AY.47,0.00281215
SRR17074231,B.4.5,0.00153257
SRR17074231,B.1.1.384,0.00153139
SRR17074231,B.1.600,0.00144273
SRR17074231,A.24,0.00112102
SRR17074231,B.1.1.193,0.00107411
SRR17074232,B.1.617.2,0.30647900
SRR17074232,AY.44,0.12991749
SRR17074232,AY.106,0.12989566
SRR17074232,AY.119,0.12988054
SRR17074232,AY.111,0.12985079
SRR17074232,B.1.147,0.03571430
SRR17074232,B.26,0.03508770
SRR17074232,B.4,0.01576516
SRR17074232,AY.125,0.01351350
SRR17074232,B.1.103,0.01006710
SRR17074232,AY.42,0.00904977
SRR17074232,B.6,0.00851064
SRR17074232,AY.39,0.00708068
SRR17074232,AY.43.8,0.00626959
SRR17074232,AY.46.1,0.00526316
SRR17074232,B.1.250,0.00418410
SRR17074232,B.4.5,0.00400000
SRR17074232,AY.39.1,0.00383142
SRR17074232,AY.4.7,0.00247729
SRR17074232,B.1.595,0.00239659
SRR17074232,AY.92,0.00213371
SRR17074232,AY.39.3,0.00190840
SRR17074232,B.1.600,0.00179856
SRR17074232,A,0.00165563
SRR17074232,B.1.97,0.00143062
SRR17074232,B.1.187,0.00126422
SRR17146296,B.23,0.31412280
SRR17146296,B.15,0.31412280
SRR17146296,B,0.31412280
SRR17146296,B.47,0.05263160
SRR17146296,B.34,0.00500000
SRR17146297,B.23,0.32493757
SRR17146297,B.20,0.32493757
SRR17146297,B,0.32493757
SRR17146297,B.45,0.01098900
SRR17146297,B.57,0.00757576
SRR17146297,B.30,0.00662252
SRR17146298,B.23,0.29527600
SRR17146298,B.15,0.29527600
SRR17146298,B,0.29527600
SRR17146298,B.10,0.04000000
SRR17146298,B.26,0.01754390
SRR17146298,B.30,0.01408450
SRR17146298,B.1.14,0.01282050
SRR17146298,B.61,0.01030930
SRR17146298,B.1.134,0.00628413
SRR17146298,A,0.00420168
SRR17146298,B.57,0.00358423
SRR17146298,AY.7,0.00335570
SRR17146298,B.1.201,0.00198807
SRR17146299,AY.25,0.27673180
SRR17146299,B.20,0.18781395
SRR17146299,B,0.18781395
SRR17146299,B.1.617.2,0.15151500
SRR17146299,B.42,0.09734510
SRR17146299,AY.114,0.03571430
SRR17146299,B.1.250,0.02702700
SRR17146299,AY.20,0.01818180
SRR17146299,AY.109,0.01785710
SRR17146300,B.4,0.56944684
SRR17146300,B.42,0.14026248
SRR17146300,B.20,0.07814651
SRR17146300,B.15,0.07814651
SRR17146300,B,0.07814651
SRR17146300,B.26,0.04761900
SRR17146300,B.45,0.00625000
SRR17146300,AY.24,0.00193798
SRR17146301,B.23,0.49488077
SRR17146301,B,0.49488077
SRR17146301,AY.20,0.00884956
SRR17146301,AY.129,0.00138889
SRR17517918,AY.121,0.27411190
SRR17517918,AY.98.1,0.09526027
SRR17517918,AY.4.17,0.09088771
SRR17517918,AY.52,0.08817711
SRR17517918,AY.92,0.07730796
SRR17517918,AY.46.1,0.03521130
SRR17517918,AY.118,0.02631580
SRR17517918,AY.11,0.01184660
SRR17517918,AY.16.1,0.01115620
SRR17517918,B.10,0.00901336
SRR17517918,AY.131,0.00831073
SRR17517918,AY.122.4,0.00780781
SRR17517918,AY.47,0.00649999
SRR17517918,AY.122.2,0.00583359
SRR17517918,C.12,0.00570266
SRR17517918,B.1.1.373,0.00566558
SRR17517918,AY.75.2,0.00512821
SRR17517918,AY.127.1,0.00497118
SRR17517918,B.12,0.00488495
SRR17517918,AY.3.1,0.00481438
SRR17517918,B.1.1.55,0.00439331
SRR17517918,AY.42.1,0.00438683
SRR17517918,B.1.549,0.00435730
SRR17517918,AY.27,0.00427517
SRR17517918,AY.71,0.00418301
SRR17517918,AY.58,0.00395268
SRR17517918,AY.73,0.00395182
SRR17517918,B.1.258.23,0.00355240
SRR17517918,N.7,0.00346821
SRR17517918,AY.127,0.00339175
SRR17517918,AY.111,0.00334371
SRR17517918,AY.122.5,0.00331389
SRR17517918,AY.25,0.00321313
SRR17517918,AY.7.2,0.00293994
SRR17517918,AY.120.2,0.00291206
SRR17517918,C.2.1,0.00288537
SRR17517918,B.1.351.3,0.00272586
SRR17517918,AY.122.6,0.00268054
SRR17517918,AY.57,0.00244499
SRR17517918,AY.67,0.00241182
SRR17517918,B.1.222,0.00239808
SRR17517918,B.1.525,0.00236407
SRR17517918,AY.4.16,0.00229449
SRR17517918,B.1.1.364,0.00226950
SRR17517918,AY.4.13,0.00224417
SRR17517918,AY.64,0.00222058
SRR17517918,AY.86,0.00221255
SRR17517918,B.1.350.1,0.00220588
SRR17517918,AY.109,0.00204268
SRR17517918,AY.35,0.00190580
SRR17517918,B.1.599,0.00186776
SRR17517918,B.1.1.152,0.00186379
SRR17517918,B.1.585,0.00185430
SRR17517918,B.1.1.388,0.00185428
SRR17517918,AY.4.12,0.00183936
SRR17517918,AY.5.3,0.00183192
SRR17517918,AY.112.2,0.00178508
SRR17517918,B.1.550,0.00169398
SRR17517918,B.1.1.240,0.00168016
SRR17517918,B.1.1.524,0.00159458
SRR17517918,AY.5.6,0.00155559
SRR17517918,B.1.596,0.00148810
SRR17517918,AY.101,0.00146284
SRR17517918,AY.23.1,0.00141044
SRR17517918,AY.132,0.00140302
SRR17517918,AY.121.1,0.00136799
SRR17517918,AY.25.2,0.00134953
SRR17517918,B.1.1.229,0.00127226
SRR17517918,AE.2,0.00125865
SRR17517918,AY.90,0.00124417
SRR17517918,B.1.640.2,0.00122489
SRR17517918,AY.39.2,0.00121915
SRR17517918,B.1.1.413,0.00118570
SRR17517918,B.1.1.244,0.00117233
SRR17517918,AY.20.1,0.00116813
SRR17517918,B.1.554,0.00114103
SRR17517918,B.1.1.217,0.00113662
SRR17517918,AT.1,0.00113097
SRR17517918,AY.39.1.1,0.00110831
SRR17517918,B.1.405,0.00110789
SRR17517918,B.1.1.312,0.00108707
SRR17517918,B.1.1.326,0.00108489
SRR17517918,AY.87,0.00107296
SRR17517918,AY.4.2.1,0.00106354
SRR17517918,AY.4.10,0.00103742
SRR17517918,B.1.177.32,0.00103050
SRR17517918,AY.4.14,0.00101660
SRR17517918,B.57,0.00101215
SRR17517919,AY.1,0.53814682
SRR17517919,AY.4.2,0.15923279
SRR17517919,AY.98.1.1,0.01467600
SRR17517919,AY.4.2.2,0.01449280
SRR17517919,AY.85,0.00718440
SRR17517919,AY.11,0.00707470
SRR17517919,AY.103.1,0.00668665
SRR17517919,AY.122.2,0.00625903
SRR17517919,AY.41,0.00617436
SRR17517919,AY.23,0.00617389
SRR17517919,AY.131,0.00611275
SRR17517919,AY.84,0.00609713
SRR17517919,AY.111,0.00597015
SRR17517919,AY.21,0.00591535
SRR17517919,AY.127.1,0.00564855
SRR17517919,AY.118,0.00515777
SRR17517919,AY.3.1,0.00482061
SRR17517919,AY.122.6,0.00465477
SRR17517919,B.12,0.00444799
SRR17517919,B.1.1.130,0.00432900
SRR17517919,AY.42.1,0.00418798
SRR17517919,AY.79,0.00409213
SRR17517919,AY.119.2,0.00386252
SRR17517919,AY.77,0.00380590
SRR17517919,AY.7.2,0.00375147
SRR17517919,AY.6,0.00366176
SRR17517919,B.1.1.373,0.00323974
SRR17517919,B.1.1.145,0.00319214
SRR17517919,B.1.177.25,0.00306122
SRR17517919,B.1.1.328,0.00302494
SRR17517919,AY.86,0.00297139
SRR17517919,AY.122.5,0.00291655
SRR17517919,AY.112.3,0.00286454
SRR17517919,AY.4.2.5,0.00252880
SRR17517919,AY.94,0.00227549
SRR17517919,AY.81,0.00227505
SRR17517919,B.51,0.00225359
SRR17517919,AY.20.1,0.00218500
SRR17517919,AY.112.2,0.00207684
SRR17517919,AY.45,0.00207270
SRR17517919,AY.64,0.00201366
SRR17517919,AY.134,0.00194991
SRR17517919,A.18,0.00190449
SRR17517919,AY.25.2,0.00189662
SRR17517919,XD,0.00185357
SRR17517919,AY.25,0.00179259
SRR17517919,B.1.1.152,0.00175541
SRR17517919,B.1.1.312,0.00175039
SRR17517919,AY.116,0.00170252
SRR17517919,AY.122.4,0.00168729
SRR17517919,AY.23.1,0.00166728
SRR17517919,AY.33.1,0.00166281
SRR17517919,AY.109,0.00161179
SRR17517919,AY.90,0.00156695
SRR17517919,B.11,0.00155718
SRR17517919,B.1.1.175,0.00153067
SRR17517919,AY.4.10,0.00150396
SRR17517919,B.1.1.524,0.00146566
SRR17517919,AY.116.1,0.00145755
SRR17517919,AE.2,0.00142343
SRR17517919,AY.4.13,0.00141143
SRR17517919,B.1.421,0.00139284
SRR17517919,AY.4.1,0.00131822
SRR17517919,AY.39.2,0.00130914
SRR17517919,B.1.617.1,0.00124829
SRR17517919,B.1.400.1,0.00120232
SRR17517919,B.52,0.00119400
SRR17517919,AY.100,0.00117287
SRR17517919,B.1.1.217,0.00113650
SRR17517919,B.1.1.392,0.00113482
SRR17517919,AY.93,0.00111857
SRR17517919,B.1.1.93,0.00111770
SRR17517919,B.1.350.1,0.00109409
SRR17517919,B.1.1.453,0.00108342
SRR17517919,AY.88,0.00105718
SRR17517919,AY.132,0.00104331
SRR17517919,AY.101,0.00101451
SRR17517920,AY.119,0.51790261
SRR17517920,B.10,0.18836751
SRR17517920,AY.84,0.01989177
SRR17517920,AY.92,0.01746938
SRR17517920,AY.127.1,0.00833922
SRR17517920,AY.119.2,0.00758294
SRR17517920,AY.39.1.4,0.00655380
SRR17517920,AY.131,0.00614150
SRR17517920,AY.36,0.00609138
SRR17517920,A,0.00568383
SRR17517920,A.5,0.00568383
SRR17517920,AY.127,0.00525586
SRR17517920,AY.116,0.00519347
SRR17517920,AY.118,0.00509517
SRR17517920,AY.25,0.00456218
SRR17517920,AY.90,0.00438072
SRR17517920,B.51,0.00418994
SRR17517920,AY.98.1.1,0.00418928
SRR17517920,AY.79,0.00409836
SRR17517920,AY.42.1,0.00338835
SRR17517920,AY.78,0.00314704
SRR17517920,B.1.351.3,0.00301205
SRR17517920,AY.23.1,0.00293255
SRR17517920,AY.4.13,0.00291545
SRR17517920,AY.20.1,0.00283688
SRR17517920,A.1,0.00253899
SRR17517920,AY.91,0.00248690
SRR17517920,B.1.14,0.00248139
SRR17517920,AY.4.2.4,0.00245098
SRR17517920,AY.21,0.00243112
SRR17517920,AY.86,0.00229043
SRR17517920,AY.3.3,0.00227881
SRR17517920,AY.4.12,0.00226404
SRR17517920,A.6,0.00223659
SRR17517920,AY.134,0.00219010
SRR17517920,B.1.1.385,0.00217707
SRR17517920,AY.41,0.00214336
SRR17517920,AY.25.3,0.00213799
SRR17517920,AY.6,0.00213532
SRR17517920,XD,0.00205063
SRR17517920,B.1.1.373,0.00202611
SRR17517920,AY.100,0.00202429
SRR17517920,B.12,0.00199071
SRR17517920,AY.42,0.00198133
SRR17517920,A.26,0.00189443
SRR17517920,AY.4.10,0.00187970
SRR17517920,AY.33.1,0.00178784
SRR17517920,AY.103.1,0.00176717
SRR17517920,AY.93,0.00176160
SRR17517920,B.41,0.00174947
SRR17517920,AY.5,0.00174604
SRR17517920,AY.46,0.00174604
SRR17517920,AY.3,0.00174604
SRR17517920,AY.1,0.00174604
SRR17517920,AY.33,0.00174604
SRR17517920,AY.106,0.00174604
SRR17517920,AY.103,0.00174604
SRR17517920,AY.98,0.00174604
SRR17517920,AY.4.3,0.00174604
SRR17517920,AY.44,0.00174604
SRR17517920,AY.4,0.00174604
SRR17517920,AY.85,0.00168945
SRR17517920,B.3,0.00161695
SRR17517920,B.1.1.453,0.00160064
SRR17517920,AY.129,0.00159109
SRR17517920,A.18,0.00154799
SRR17517920,AY.122.6,0.00154381
SRR17517920,B.1.530,0.00151546
SRR17517920,AY.123,0.00145578
SRR17517920,AY.3.1,0.00133262
SRR17517920,AY.130,0.00133032
SRR17517920,AY.3.4,0.00129427
SRR17517920,B.11,0.00128471
SRR17517920,AY.45,0.00126582
SRR17517920,B.34,0.00122365
SRR17517920,AY.39.2,0.00120822
SRR17517920,B.4.5,0.00119760
SRR17517920,B.1.524,0.00116397
SRR17517920,AY.77,0.00113098
SRR17517920,AY.46.6,0.00110722
SRR17517920,B.42,0.00108725
SRR17517920,A.2.5.2,0.00108512
SRR17517920,B.1.640.2,0.00108108
SRR17517920,B.1.421,0.00103555
SRR17517920,AY.132,0.00103351
SRR17517921,B.1.397,0.19521664
SRR17517921,AY.44,0.05428608
SRR17517921,AY.79,0.05428608
SRR17517921,AY.20,0.05428608
SRR17517921,AY.5,0.05428608
SRR17517921,AY.39,0.05428608
SRR17517921,AY.3,0.05428608
SRR17517921,AY.102,0.05428608
SRR17517921,AY.92,0.03118894
SRR17517921,B.1.222,0.02629224
SRR17517921,B.1.241,0.01146630
SRR17517921,AY.57,0.00912334
SRR17517921,B.1.91,0.00912074
SRR17517921,AY.36,0.00854826
SRR17517921,B.1.225,0.00851072
SRR17517921,AY.56,0.00767697
SRR17517921,AY.131,0.00763950
SRR17517921,B.1.448,0.00759199
SRR17517921,AY.11,0.00743527
SRR17517921,B.1.416.1,0.00697674
SRR17517921,B.12,0.00683868
SRR17517921,B.1.81,0.00632696
SRR17517921,AY.122.2,0.00593980
SRR17517921,B.1.617.1,0.00582043
SRR17517921,AY.118,0.00552961
SRR17517921,B.1.9.2,0.00511073
SRR17517921,AY.122.4,0.00510204
SRR17517921,AY.21,0.00489277
SRR17517921,AY.42,0.00460742
SRR17517921,B.1.76,0.00424005
SRR17517921,AY.3.1,0.00418634
SRR17517921,AY.127.1,0.00409384
SRR17517921,AY.111,0.00407609
SRR17517921,AY.7.2,0.00365339
SRR17517921,AY.86,0.00348028
SRR17517921,B.1.1.130,0.00344403
SRR17517921,B.1.1.145,0.00342700
SRR17517921,AY.6,0.00313374
SRR17517921,B.1.1.178,0.00312876
SRR17517921,AY.5.3,0.00309917
SRR17517921,AY.100,0.00308249
SRR17517921,AY.116,0.00301531
SRR17517921,B.1.599,0.00295159
SRR17517921,AY.67,0.00286533
SRR17517921,B.1.240,0.00272768
SRR17517921,AY.127,0.00264469
SRR17517921,AY.34.1.1,0.00259134
SRR17517921,AY.81,0.00252492
SRR17517921,AY.122.6,0.00248583
SRR17517921,AY.46.3,0.00246747
SRR17517921,AY.71,0.00234522
SRR17517921,B.1.180,0.00234146
SRR17517921,AY.42.1,0.00233702
SRR17517921,B.1.1.373,0.00227642
SRR17517921,AY.4.12,0.00219585
SRR17517921,AY.85,0.00217391
SRR17517921,AY.20.1,0.00212014
SRR17517921,B.1.585,0.00204453
SRR17517921,B.1.1.93,0.00202703
